timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427868063,419,HTTP Request medium1,200,Thread Group traccia1 misto 1-32,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427867880,617,HTTP Request medium2,200,Thread Group traccia1 misto 1-1,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427867973,663,HTTP Request medium2,200,Thread Group traccia1 misto 1-18,true,1018167,130,http://raspberrypi.local/medium2.html,5
1548427868719,9,HTTP Request small1,200,Thread Group traccia1 misto 1-10,true,25314,129,http://raspberrypi.local/small1.html,4
1548427868017,1005,HTTP Request big1,200,Thread Group traccia1 misto 1-26,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427869128,123,HTTP Request small2,200,Thread Group traccia1 misto 1-15,true,100309,129,http://raspberrypi.local/small2.html,4
1548427868924,401,HTTP Request medium1,200,Thread Group traccia1 misto 1-9,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427868986,439,HTTP Request medium1,200,Thread Group traccia1 misto 1-13,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427869388,161,HTTP Request small2,200,Thread Group traccia1 misto 1-5,true,100309,129,http://raspberrypi.local/small2.html,4
1548427869668,29,HTTP Request small1,200,Thread Group traccia1 misto 1-25,true,25314,129,http://raspberrypi.local/small1.html,3
1548427869327,659,HTTP Request medium1,200,Thread Group traccia1 misto 1-12,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427869477,707,HTTP Request medium1,200,Thread Group traccia1 misto 1-3,true,500266,130,http://raspberrypi.local/medium1.html,5
1548427869580,712,HTTP Request medium1,200,Thread Group traccia1 misto 1-16,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427870198,161,HTTP Request small2,200,Thread Group traccia1 misto 1-29,true,100309,129,http://raspberrypi.local/small2.html,4
1548427870378,9,HTTP Request small1,200,Thread Group traccia1 misto 1-28,true,25314,129,http://raspberrypi.local/small1.html,4
1548427868681,1791,HTTP Request big1,200,Thread Group traccia1 misto 1-11,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427870462,14,HTTP Request small1,200,Thread Group traccia1 misto 1-6,true,25314,129,http://raspberrypi.local/small1.html,4
1548427869366,1295,HTTP Request medium2,200,Thread Group traccia1 misto 1-21,true,1018167,130,http://raspberrypi.local/medium2.html,4
